ranking,nome_jogo,plataforma,ano,genero,editora,NA_vendas,EU_vendas,JP_vendas,outras_vendas,global_vendas,preco,receita_NA,receita_EU,receita_JP,receita_outras,receita_global,anos_desde_lancamento
9674,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001.0,Fighting,Capcom,0.0,0.0,0.12,0.0,0.12,21.32,0.0,0.0,2.56,0.0,2.56,23
9675,Criticom,PS,1996.0,Fighting,Vic Tokai,0.07,0.05,0.0,0.01,0.12,14.16,0.99,0.71,0.0,0.14,1.7,28
9676,SCORE International Baja 1000: The Official Game,X360,2008.0,Racing,Activision,0.11,0.01,0.0,0.01,0.12,58.62,6.45,0.59,0.0,0.59,7.03,16
9677,Disney Sing It: Party Hits,PS3,2010.0,Misc,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12,46.18,4.62,0.46,0.0,0.46,5.54,14
9678,Sleeping Dogs,PC,2012.0,Action,Square Enix,0.06,0.05,0.0,0.02,0.12,15.21,0.91,0.76,0.0,0.3,1.83,12
9679,Mega Man X: Command Mission,GC,2004.0,Role-Playing,Capcom,0.1,0.02,0.0,0.0,0.12,42.03,4.2,0.84,0.0,0.0,5.04,20
9680,Diner Dash: Sizzle & Serve,PSP,2007.0,Puzzle,Eidos Interactive,0.11,0.0,0.0,0.01,0.12,54.43,5.99,0.0,0.0,0.54,6.53,17
9681,After Hours Athletes,PS3,2011.0,Sports,Sony Computer Entertainment,0.0,0.1,0.0,0.03,0.12,18.08,0.0,1.81,0.0,0.54,2.17,13
9682,Lego Star Wars: The Force Awakens,PS3,2016.0,Action,Warner Bros. Interactive Entertainment,0.03,0.07,0.0,0.02,0.12,38.08,1.14,2.67,0.0,0.76,4.57,8
9683,Worms 3D,PS2,2003.0,Strategy,Sega,0.06,0.05,0.0,0.02,0.12,11.35,0.68,0.57,0.0,0.23,1.36,21
9684,Clock Tower: The First Fear,PS,1997.0,Adventure,Human Entertainment,0.0,0.0,0.12,0.01,0.12,19.48,0.0,0.0,2.34,0.19,2.34,27
9685,Kidou Senshi Gundam Seed Battle Destiny,PSV,2012.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,67.47,0.0,0.0,8.1,0.0,8.1,12
9686,Godzilla Unleashed: Double Smash,DS,2007.0,Action,Atari,0.11,0.0,0.0,0.01,0.12,28.44,3.13,0.0,0.0,0.28,3.41,17
9687,Star Trek: Conquest,Wii,2007.0,Strategy,Bethesda Softworks,0.11,0.01,0.0,0.01,0.12,27.28,3.0,0.27,0.0,0.27,3.27,17
9688,"Kilari: Na-san, Mon Meilleur Ami",DS,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,15.39,0.0,0.0,1.85,0.0,1.85,18
9689,Strikers 1945,PS,1998.0,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.12,62.79,4.4,3.14,0.0,0.63,7.53,26
9690,Ochaken no Heya DS,DS,2006.0,Simulation,MTO,0.0,0.0,0.12,0.0,0.12,45.58,0.0,0.0,5.47,0.0,5.47,18
9691,Obscure: The Aftermath,Wii,2008.0,Action,Playlogic Game Factory,0.12,0.0,0.0,0.01,0.12,31.36,3.76,0.0,0.0,0.31,3.76,16
9692,Galidor: Defenders of the Outer Dimension,GBA,2002.0,Action,Electronic Arts,0.09,0.03,0.0,0.0,0.12,63.19,5.69,1.9,0.0,0.0,7.58,22
9693,Tom Clancy's Splinter Cell Trilogy,PS3,2011.0,Action,Ubisoft,0.0,0.1,0.0,0.03,0.12,67.9,0.0,6.79,0.0,2.04,8.15,13
9694,WRC: FIA World Rally Championship,X360,,Racing,Black Bean Games,0.0,0.1,0.0,0.02,0.12,69.19,0.0,6.92,0.0,1.38,8.3,0
9695,Fire ProWrestling S: 6Men Scramble,SAT,1996.0,Fighting,Human Entertainment,0.0,0.0,0.12,0.0,0.12,12.67,0.0,0.0,1.52,0.0,1.52,28
9696,Blackwater,X360,2011.0,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12,41.71,3.75,0.83,0.0,0.42,5.01,13
9697,Pryzm Chapter One: The Dark Unicorn,PS2,2002.0,Adventure,TDK Mediactive,0.06,0.05,0.0,0.02,0.12,39.56,2.37,1.98,0.0,0.79,4.75,22
9698,Gundam Battle Royale,PSP,2006.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,44.94,0.0,0.0,5.39,0.0,5.39,18
9699,Solitaire & Mahjong,Wii,2009.0,Puzzle,Crave Entertainment,0.11,0.0,0.0,0.01,0.12,45.44,5.0,0.0,0.0,0.45,5.45,15
9700,Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999.0,Fighting,Human Entertainment,0.0,0.0,0.12,0.01,0.12,55.26,0.0,0.0,6.63,0.55,6.63,25
9701,NASCAR 2005: Chase for the Cup,GC,2004.0,Racing,Electronic Arts,0.1,0.02,0.0,0.0,0.12,44.77,4.48,0.9,0.0,0.0,5.37,20
9702,Homefront: The Revolution,XOne,2016.0,Shooter,Deep Silver,0.05,0.07,0.0,0.01,0.12,64.31,3.22,4.5,0.0,0.64,7.72,8
9703,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008.0,Misc,D3Publisher,0.0,0.0,0.12,0.0,0.12,65.01,0.0,0.0,7.8,0.0,7.8,16
9704,Guilty Gear X,PS2,2001.0,Fighting,Sammy Corporation,0.06,0.05,0.0,0.02,0.12,27.7,1.66,1.38,0.0,0.55,3.32,23
9705,Deadliest Catch: Sea of Chaos,Wii,2010.0,Sports,Crave Entertainment,0.12,0.0,0.0,0.01,0.12,48.32,5.8,0.0,0.0,0.48,5.8,14
9706,One Piece: Pirate Warriors 2,PSV,2013.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,23.06,0.0,0.0,2.77,0.0,2.77,11
9707,NHL 2002,GBA,2002.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,54.72,4.92,1.64,0.0,0.0,6.57,22
9708,Disney's PK: Out of the Shadows,PS2,2002.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.12,51.16,3.07,2.56,0.0,1.02,6.14,22
9709,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,57.72,0.0,0.0,6.93,0.0,6.93,14
9710,Karaoke Revolution,X360,2009.0,Misc,Konami Digital Entertainment,0.12,0.0,0.0,0.01,0.12,26.26,3.15,0.0,0.0,0.26,3.15,15
9711,Echo Night,PS,1998.0,Adventure,From Software,0.03,0.02,0.07,0.01,0.12,54.41,1.63,1.09,3.81,0.54,6.53,26
9712,Are You Smarter than a 5th Grader? Game Time,X360,2009.0,Puzzle,THQ,0.12,0.0,0.0,0.01,0.12,68.17,8.18,0.0,0.0,0.68,8.18,15
9713,Rocket League,XOne,2016.0,Sports,505 Games,0.03,0.09,0.0,0.01,0.12,29.58,0.89,2.66,0.0,0.3,3.55,8
9714,Wild ARMs 5 (jp sales),PS2,2006.0,Role-Playing,505 Games,0.0,0.0,0.12,0.0,0.12,33.65,0.0,0.0,4.04,0.0,4.04,18
9715,Tom Clancy's Splinter Cell: Blacklist,WiiU,2013.0,Action,Ubisoft,0.05,0.07,0.0,0.01,0.12,25.89,1.29,1.81,0.0,0.26,3.11,11
9716,Gladiator Begins,PSP,2010.0,Action,PQube,0.05,0.01,0.05,0.01,0.12,56.54,2.83,0.57,2.83,0.57,6.78,14
9717,Colony Wars III: Red Sun,PS,2000.0,Simulation,Psygnosis,0.07,0.05,0.0,0.01,0.12,54.94,3.85,2.75,0.0,0.55,6.59,24
9718,Magic: The Gathering - Battlemage,PS,1997.0,Strategy,Acclaim Entertainment,0.07,0.05,0.0,0.01,0.12,51.96,3.64,2.6,0.0,0.52,6.24,27
9719,The King of Fighters '94,NG,1994.0,Fighting,SNK,0.0,0.0,0.12,0.0,0.12,64.97,0.0,0.0,7.8,0.0,7.8,30
9720,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.12,0.0,0.12,36.95,0.0,0.0,4.43,0.0,4.43,16
9721,Puzzle Quest 2,DS,2010.0,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,57.11,6.28,0.0,0.0,0.57,6.85,14
9722,All Kamen Rider: Rider Generation,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,20.64,0.0,0.0,2.48,0.0,2.48,13
9723,The King of Fighters '98 Ultimate Match,PS2,2008.0,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,51.2,2.05,1.54,1.54,0.51,6.14,16
9724,Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,39.93,4.39,0.0,0.0,0.4,4.79,16
9725,Puzzle Quest: Challenge of the Warlords,PS2,2007.0,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.12,60.36,3.62,3.02,0.0,1.21,7.24,17
9726,Angry Birds Star Wars,PSV,2013.0,Strategy,Activision,0.05,0.04,0.0,0.03,0.12,12.18,0.61,0.49,0.0,0.37,1.46,11
9727,Guardian's Crusade,PS,1998.0,Role-Playing,Activision,0.07,0.05,0.0,0.01,0.12,58.59,4.1,2.93,0.0,0.59,7.03,26
9728,Undead Knights,PSP,2009.0,Action,Ubisoft Annecy,0.05,0.01,0.06,0.01,0.12,46.71,2.34,0.47,2.8,0.47,5.61,15
9729,Final Fantasy XIV: Heavensward,PS4,2015.0,Action,Square Enix,0.0,0.05,0.06,0.01,0.12,14.94,0.0,0.75,0.9,0.15,1.79,9
9730,Lemony Snicket's A Series of Unfortunate Events,XB,2004.0,Platform,Activision,0.09,0.03,0.0,0.0,0.12,37.72,3.39,1.13,0.0,0.0,4.53,20
9731,MotoGP 3 - Official Game of MotoGP,PS2,2003.0,Racing,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,61.02,3.66,3.05,0.0,1.22,7.32,21
9732,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005.0,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,29.83,1.79,1.49,0.0,0.6,3.58,19
9733,The Ant Bully,GC,2006.0,Platform,Midway Games,0.09,0.02,0.0,0.0,0.12,50.91,4.58,1.02,0.0,0.0,6.11,18
9734,M&M's Kart Racing,DS,2008.0,Racing,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,54.97,6.05,0.0,0.0,0.55,6.6,16
9735,Bomberman Party Edition,PS,1998.0,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01,0.12,24.12,1.69,1.21,0.0,0.24,2.89,26
9736,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,60.76,0.0,0.0,7.29,0.0,7.29,10
9737,Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.02,0.12,42.78,0.0,1.71,2.57,0.86,5.13,10
9738,Eyeshield 21: Max Devil Power,DS,2006.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12,30.63,0.0,0.0,3.68,0.0,3.68,18
9739,Summon Night 3,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,30.28,0.0,0.0,3.63,0.0,3.63,12
9740,O.D.T.: Escape... Or Die Trying,PS,1997.0,Adventure,Psygnosis,0.07,0.05,0.0,0.01,0.12,53.74,3.76,2.69,0.0,0.54,6.45,27
9741,Madden NFL 06,DS,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,44.25,4.87,0.0,0.0,0.44,5.31,19
9742,Escape The Museum,Wii,2009.0,Adventure,Majesco Entertainment,0.11,0.01,0.0,0.01,0.12,41.01,4.51,0.41,0.0,0.41,4.92,15
9743,Fuse (Insomniac),PS3,2013.0,Shooter,Electronic Arts,0.06,0.04,0.0,0.02,0.12,69.49,4.17,2.78,0.0,1.39,8.34,11
9744,Record of Agarest War Zero,PS3,,Strategy,Ghostlight,0.09,0.0,0.03,0.01,0.12,41.36,3.72,0.0,1.24,0.41,4.96,0
9745,Lunar: Dragon Song,DS,2005.0,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,40.89,4.5,0.0,0.0,0.41,4.91,19
9746,Break 'Em All,DS,2005.0,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,32.9,3.62,0.0,0.0,0.33,3.95,19
9747,WWE SmackDown vs Raw 2008,DS,2007.0,Fighting,THQ,0.11,0.01,0.0,0.01,0.12,55.59,6.11,0.56,0.0,0.56,6.67,17
9748,MotoGP 14,PS3,2014.0,Racing,Milestone S.r.l.,0.04,0.06,0.0,0.02,0.12,37.25,1.49,2.24,0.0,0.74,4.47,10
9749,Cars 2,PSP,2011.0,Racing,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12,51.18,5.12,0.51,0.0,0.51,6.14,13
9750,Major League Baseball 2K8 Fantasy All-Stars,DS,2008.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,55.76,6.13,0.0,0.0,0.56,6.69,16
9751,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,,Strategy,,0.0,0.0,0.12,0.0,0.12,38.34,0.0,0.0,4.6,0.0,4.6,0
9752,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007.0,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,46.75,0.0,0.0,5.61,0.0,5.61,17
9753,San Goku Shi V,SAT,1996.0,Strategy,Tecmo Koei,0.0,0.0,0.12,0.0,0.12,15.04,0.0,0.0,1.8,0.0,1.8,28
9754,Puzzle Kingdoms,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,35.66,3.92,0.0,0.0,0.36,4.28,15
9755,The Lord of the Rings: Aragorn's Quest,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.1,0.02,0.0,0.01,0.12,60.51,6.05,1.21,0.0,0.61,7.26,14
9756,WRC 5: FIA World Rally Championship,PS3,2015.0,Sports,Bigben Interactive,0.02,0.09,0.0,0.02,0.12,11.31,0.23,1.02,0.0,0.23,1.36,9
9757,Red Faction II,XB,2003.0,Shooter,THQ,0.09,0.03,0.0,0.0,0.12,31.88,2.87,0.96,0.0,0.0,3.83,21
9758,Daikaijyuu Monogatari II,SNES,1996.0,Role-Playing,Hudson Soft,0.0,0.0,0.12,0.0,0.12,16.95,0.0,0.0,2.03,0.0,2.03,28
9759,Rock Band Track Pack Volume 2,PS2,2008.0,Misc,MTV Games,0.06,0.05,0.0,0.02,0.12,49.09,2.95,2.45,0.0,0.98,5.89,16
9760,Voodoo Vince,XB,2003.0,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,46.53,4.19,1.4,0.0,0.0,5.58,21
9761,Bodycount,PS3,2011.0,Shooter,Codemasters,0.05,0.06,0.0,0.02,0.12,18.71,0.94,1.12,0.0,0.37,2.25,13
9762,Gundam Memories: Tatakai no Kioku,PSP,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,14.74,0.0,0.0,1.77,0.0,1.77,13
9763,Megamind: Ultimate Showdown,X360,2010.0,Action,THQ,0.07,0.04,0.0,0.01,0.12,11.01,0.77,0.44,0.0,0.11,1.32,14
9764,Kaijuu Busters,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,60.54,0.0,0.0,7.26,0.0,7.26,15
9765,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006.0,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,41.33,4.55,0.0,0.0,0.41,4.96,18
9766,Ferrari Challenge Trofeo Pirelli,PS2,2008.0,Racing,System 3 Arcade Software,0.06,0.05,0.0,0.02,0.12,29.2,1.75,1.46,0.0,0.58,3.5,16
9767,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995.0,Misc,Sega,0.0,0.0,0.12,0.0,0.12,46.51,0.0,0.0,5.58,0.0,5.58,29
9768,Chase: Hollywood Stunt Driver,XB,2002.0,Racing,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,15.39,1.39,0.46,0.0,0.0,1.85,22
9769,The X Files: Resist or Serve,PS2,2004.0,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12,21.41,1.28,1.07,0.0,0.43,2.57,20
9770,Mobile Suit Gundam Side Story: Missing Link,PS3,2014.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,58.54,0.0,0.0,7.02,0.0,7.02,10
9771,Saru! Get You! Million Monkeys,PS2,,Platform,Unknown,0.0,0.0,0.12,0.0,0.12,49.51,0.0,0.0,5.94,0.0,5.94,0
9772,Curious George,PS2,2006.0,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,30.49,1.83,1.52,0.0,0.61,3.66,18
9773,Crush3D,3DS,2012.0,Platform,Sega,0.07,0.04,0.0,0.01,0.12,35.22,2.47,1.41,0.0,0.35,4.23,12
9774,Zathura,PS2,2005.0,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,59.1,3.55,2.96,0.0,1.18,7.09,19
9775,Lovely Lisa,DS,2007.0,Simulation,DHM Interactive,0.11,0.0,0.0,0.01,0.12,34.75,3.82,0.0,0.0,0.35,4.17,17
9776,Medarot DS: Kabuto / Kuwagata Ver.,DS,2010.0,Role-Playing,Rocket Company,0.0,0.0,0.12,0.0,0.12,47.22,0.0,0.0,5.67,0.0,5.67,14
9777,Mountain Sports,Wii,2009.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,52.53,5.78,0.0,0.0,0.53,6.3,15
9778,Tenchu: Shadow Assassins,PSP,2009.0,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12,19.23,0.58,0.58,0.96,0.19,2.31,15
9779,NPPL: Championship Paintball 2009,X360,2008.0,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12,53.6,5.36,0.54,0.0,0.54,6.43,16
9780,Lost Planet 3,X360,2013.0,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12,26.64,1.86,1.07,0.27,0.27,3.2,11
9781,Making History: The Great War,PSP,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,50.81,0.0,0.0,6.1,0.0,6.1,14
9782,Shin Megami Tensei: Devil Survivor 2,3DS,2015.0,Role-Playing,Atlus,0.0,0.03,0.09,0.0,0.12,34.58,0.0,1.04,3.11,0.0,4.15,9
9783,The God of War Trilogy,PS3,2010.0,Action,Sony Computer Entertainment,0.0,0.07,0.03,0.02,0.12,51.74,0.0,3.62,1.55,1.03,6.21,14
9784,Dance Paradise,X360,2010.0,Misc,Mindscape,0.1,0.01,0.0,0.01,0.12,33.06,3.31,0.33,0.0,0.33,3.97,14
9785,Backyard Baseball '10,DS,2009.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12,25.27,2.78,0.0,0.0,0.25,3.03,15
9786,Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,PQube,0.03,0.05,0.02,0.02,0.12,30.81,0.92,1.54,0.62,0.62,3.7,13
9787,Cel Damage,XB,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12,51.73,4.66,1.55,0.0,0.0,6.21,23
9788,Go! Sudoku,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,42.29,4.65,0.0,0.0,0.42,5.07,19
9789,Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,44.6,0.0,4.46,0.0,0.89,5.35,13
9790,SSX 3,GBA,2003.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,28.7,2.58,0.86,0.0,0.0,3.44,21
9791,My Chinese Coach,DS,2008.0,Misc,Ubisoft,0.11,0.01,0.0,0.01,0.12,27.18,2.99,0.27,0.0,0.27,3.26,16
9792,DiRT 2,DS,2009.0,Racing,Codemasters,0.06,0.04,0.0,0.01,0.12,25.33,1.52,1.01,0.0,0.25,3.04,15
9793,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,19.36,0.0,0.0,2.32,0.0,2.32,17
9794,The King of Fighters Collection: The Orochi Saga,Wii,2008.0,Fighting,Ignition Entertainment,0.11,0.0,0.0,0.01,0.12,25.08,2.76,0.0,0.0,0.25,3.01,16
9795,Atelier Annie: Alchemists of Sera Island,DS,2009.0,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,64.1,5.13,0.0,1.92,0.64,7.69,15
9796,Breakdown,XB,2004.0,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12,19.46,1.75,0.58,0.0,0.0,2.34,20
9797,Rush,PSP,2006.0,Racing,Midway Games,0.11,0.0,0.0,0.01,0.12,63.43,6.98,0.0,0.0,0.63,7.61,18
9798,Ecco the Dolphin,GEN,1992.0,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,48.12,0.0,0.0,5.77,0.0,5.77,32
9799,The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.01,0.0,0.11,0.0,0.12,55.22,0.55,0.0,6.07,0.0,6.63,10
9800,Looney Tunes: Sheep Raider,PS,2001.0,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12,48.9,3.42,2.45,0.0,0.49,5.87,23
9801,Yard Sale Hidden Treasures: Sunnyville,DS,2010.0,Puzzle,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,39.39,4.33,0.0,0.0,0.39,4.73,14
9802,Harvest Moon 2 GBC,GB,1999.0,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12,40.35,0.0,0.0,4.84,0.0,4.84,25
9803,Killer is Dead,X360,2013.0,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,29.25,2.34,0.58,0.29,0.29,3.51,11
9804,Lost in Shadow,Wii,2010.0,Platform,Konami Digital Entertainment,0.1,0.0,0.01,0.01,0.12,69.62,6.96,0.0,0.7,0.7,8.35,14
9805,Cory in the House,DS,2007.0,Action,Disney Interactive Studios,0.11,0.0,0.0,0.01,0.12,29.9,3.29,0.0,0.0,0.3,3.59,17
9806,X2: Wolverine's Revenge,GC,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12,48.47,4.36,0.97,0.0,0.0,5.82,21
9807,McDROID,Wii,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,34.23,0.0,0.0,4.11,0.0,4.11,13
9808,Gallop Racer 2000,PS,2000.0,Sports,Tecmo Koei,0.0,0.0,0.11,0.01,0.12,67.98,0.0,0.0,7.48,0.68,8.16,24
9809,Showdown: Legends of Wrestling,XB,2004.0,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12,22.18,2.0,0.67,0.0,0.0,2.66,20
9810,Macross Triangle Frontier,PSP,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,32.94,0.0,0.0,3.95,0.0,3.95,13
9811,Chessmaster: The Art of Learning,PSP,2008.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12,57.61,6.34,0.0,0.0,0.58,6.91,16
9812,Petz Fantasy: Moonlight Magic,DS,2010.0,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12,55.13,6.06,0.0,0.0,0.55,6.62,14
9813,Gundam Breaker 3,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,38.25,0.0,0.0,4.59,0.0,4.59,8
9814,My Farm Around the World,DS,2008.0,Simulation,Atari,0.11,0.0,0.0,0.01,0.12,59.63,6.56,0.0,0.0,0.6,7.16,16
9815,Fat Princess: Fistful of Cake,PSP,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,30.18,2.41,0.6,0.0,0.6,3.62,14
9816,Zubo,DS,2008.0,Misc,Electronic Arts,0.09,0.03,0.0,0.01,0.12,67.21,6.05,2.02,0.0,0.67,8.07,16
9817,Street Hoops,GC,,Sports,Unknown,0.09,0.02,0.0,0.0,0.12,14.25,1.28,0.29,0.0,0.0,1.71,0
9818,NFL QB Club 2001,N64,2000.0,Sports,Acclaim Entertainment,0.11,0.01,0.0,0.0,0.12,23.07,2.54,0.23,0.0,0.0,2.77,24
9819,Earthworm Jim 3D,N64,1999.0,Platform,Interplay,0.1,0.02,0.0,0.0,0.12,15.21,1.52,0.3,0.0,0.0,1.83,25
9820,Rocket: Robot on Wheels,N64,1999.0,Platform,Ubisoft,0.1,0.02,0.0,0.0,0.12,15.69,1.57,0.31,0.0,0.0,1.88,25
9821,Densha De Go! 64,N64,1999.0,Simulation,Taito,0.0,0.0,0.05,0.07,0.12,41.59,0.0,0.0,2.08,2.91,4.99,25
9822,Godzilla: Destroy All Monsters Melee,XB,,Fighting,Unknown,0.09,0.03,0.0,0.0,0.12,51.99,4.68,1.56,0.0,0.0,6.24,0
9823,The Daring Game for Girls,DS,,Adventure,Unknown,0.11,0.0,0.0,0.01,0.12,67.32,7.41,0.0,0.0,0.67,8.08,0
9824,Conception II: Children of the Seven Stars,3DS,2013.0,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12,29.32,2.64,0.0,0.88,0.29,3.52,11
9825,Animal Genius,DS,2007.0,Puzzle,Ubisoft,0.11,0.0,0.0,0.01,0.12,46.48,5.11,0.0,0.0,0.46,5.58,17
9826,Sega Soccer Slam,PS2,2002.0,Sports,Sega,0.06,0.05,0.0,0.02,0.12,58.68,3.52,2.93,0.0,1.17,7.04,22
9827,Zenses: Rainforest,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,52.3,5.23,0.52,0.0,0.52,6.28,16
9828,Dora the Explorer: Dora Saves the Mermaids,PS2,2008.0,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,19.75,1.18,0.99,0.0,0.4,2.37,16
9829,Grand Theft Auto: San Andreas,X360,2008.0,Action,Take-Two Interactive,0.08,0.03,0.0,0.01,0.12,40.43,3.23,1.21,0.0,0.4,4.85,16
9830,Phantasy Star Universe,X360,2006.0,Role-Playing,Sega,0.09,0.02,0.0,0.01,0.12,58.39,5.26,1.17,0.0,0.58,7.01,18
9831,Skate City Heroes,Wii,2008.0,Sports,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,60.78,6.69,0.0,0.0,0.61,7.29,16
9832,NASCAR Unleashed,X360,2011.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12,28.99,3.19,0.0,0.0,0.29,3.48,13
9833,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005.0,Racing,THQ,0.09,0.03,0.0,0.0,0.12,11.41,1.03,0.34,0.0,0.0,1.37,19
9834,College Hoops 2K6,X360,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,48.24,5.31,0.0,0.0,0.48,5.79,18
9835,Mytran Wars,PSP,2009.0,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12,54.08,4.33,1.08,0.0,1.08,6.49,15
9836,MX vs. ATV Untamed,DS,2007.0,Racing,THQ,0.11,0.0,0.0,0.01,0.12,51.39,5.65,0.0,0.0,0.51,6.17,17
9837,Prince of Persia: Rival Swords,PSP,2007.0,Action,Ubisoft,0.08,0.02,0.0,0.02,0.12,21.18,1.69,0.42,0.0,0.42,2.54,17
